PerUn,Target,Perceiver,TarUn,Dyad,Group,DyUn,EA_mean,BaselineEA,EA100,BaselineEA100,CrrctdEA,CrrctdEAnoneg,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,imp11,imp12,imp13,imp14,imp15,Rapport,imp16,metaimp1,metaimp2,metaimp3,metaimp4,metaimp5,metaimp6,metatra1,metatra2,metatra3,metatra4,metatra5,metatra6,metatra7,metatra8,metatra9,metatra10,metaimp_crit1,metaimp_crit2,metaimp_crit3,metaimp_crit4,metaimp_crit5,metaimp_crit6,metatrait_crit1,metatrait_crit2,metatrait_crit3,metatrait_crit4,metatrait_crit5,metatrait_crit6,metatrait_crit7,metatrait_crit8,metatrait_crit9,metatrait_crit10,QualPres,per_sex,per_age,per_race,per_race_text,per_eng,per_eng_text,per_relat,per_year,per_major,per_health,per_gpa,per_InsecAttC,per_AnxAttC,per_AvoAttC,per_ASMtotC,per_AuthenticityC,per_MaskC,per_NTBc,per_LonelinessC,per_FNEc,per_beqposC,per_beqnegC,per_beqstrC,per_beqtotC,per_erqsupC,per_erqreaC,per_RSEc,per_SATc,per_POWc,per_SIASc,per_SPSc,per_SIAPSc,per_ExtrC,per_AgreeC,per_ConscC,per_NeurotC,per_IntellC,per_OpenC,per_TrustC,tar_sex,tar_age,tar_race,tar_race_text,tar_eng,tar_eng_text,tar_relat,tar_year,tar_major,tar_health,tar_gpa,tar_InsecAttC,tar_AnxAttC,tar_AvoAttC,tar_ASMtotC,tar_AuthenticityC,tar_MaskC,tar_NTBc,tar_LonelinessC,tar_FNEc,tar_beqposC,tar_beqnegC,tar_beqstrC,tar_beqtotC,tar_erqsupC,tar_erqreaC,tar_RSEc,tar_SATc,tar_POWc,tar_SIASc,tar_SPSc,tar_SIAPSc,tar_ExtrC,tar_AgreeC,tar_ConscC,tar_NeurotC,tar_IntellC,tar_OpenC,tar_TrustC
1040,B,A,6040,AB,40,40.01, , , , , , ,6,5,5,5,3,7,7,2,2,5,1,2,6,2,2,4,3,6,6,5,2,2,1,5,5,3,6,6,5,6,6,3,6,7,7,7,5,1,1,6,6,5,5,6,5,2,5,1,2,1,-1,23,5,99,1,99,3,4,Geology,1,3.5,28.943534,-31.4663026666667,43.6020033333333,14.8474021282051,26.7683664444445,-22.9289939230769,1.547619,-12.0082636666667,-44.095325,-23.884335,-29.6265933333333,-35.4735882222222,-30.3851703333333,1.97649533333333,-13.1257632222222,23.5974496666667,11.0928966666667,12.181239,-30.843959,-32.02793,-31.440084,15.6314701904762,15.539452,9.98389733333335,-16.807568,19.7262484444445,-3.74396133333335,12.600644,-1,19,5,0,1,0,3,2,0,3,2, , , , , , , , , , , , , , , , , , , , , ,6.10766066666666,-5.29388133333335,1.650564,-4.307568,8.61513733333334,12.9227053333333,4.26731066666666
1040,C,A,7040,AC,40,40.02, , , , , , ,5,5,5,3,1,6,6,2,6,5,2,1,5,1,2,3.66666666666667,3,6,6,5,5,2,2,5,5,5,5,5,6,6,6,4,5,7,6,6,6,1,1,6,4,2,6,5,5,5,6,3,3,1,-1,23,5,99,1,99,3,4,Geology,1,3.5,28.943534,-31.4663026666667,43.6020033333333,14.8474021282051,26.7683664444445,-22.9289939230769,1.547619,-12.0082636666667,-44.095325,-23.884335,-29.6265933333333,-35.4735882222222,-30.3851703333333,1.97649533333333,-13.1257632222222,23.5974496666667,11.0928966666667,12.181239,-30.843959,-32.02793,-31.440084,15.6314701904762,15.539452,9.98389733333335,-16.807568,19.7262484444445,-3.74396133333335,12.600644,1,19,5,0,1,0,5,1,0,2,3.76,5.61020066666666,1.86703066666667,-35.5646633333333,-8.22952094871795,4.54614422222221,1.42998043589744,13.2142856666667,9.658403,5.904675,-11.384335,-18.5154822222222,-13.251366,-14.7601703333333,-2.19017133333333,-2.01465211111111,-9.73588366666666,-8.90710333333333,5.931239,-28.0661812222222,-26.4723744444444,-27.2734173333333,1.34575590476191,7.20611866666665,18.3172306666667,16.5257653333333,-2.49597377777779,-45.410628,-4.06602266666665
1040,D,A,8040,AD,40,40.03, , , , , , ,5,5,5,2,2,5,6,5,3,4,2,2,2,2,3,3.53333333333333,2,5,5,3,5,2,2,5,5,5,6,5,5,5,6,4,5,5,6,6,4,4,3,5,4,4,5,5,4,5,6,4,4,1,-1,23,5,99,1,99,3,4,Geology,1,3.5,28.943534,-31.4663026666667,43.6020033333333,14.8474021282051,26.7683664444445,-22.9289939230769,1.547619,-12.0082636666667,-44.095325,-23.884335,-29.6265933333333,-35.4735882222222,-30.3851703333333,1.97649533333333,-13.1257632222222,23.5974496666667,11.0928966666667,12.181239,-30.843959,-32.02793,-31.440084,15.6314701904762,15.539452,9.98389733333335,-16.807568,19.7262484444445,-3.74396133333335,12.600644,1,19,5,0,1,0,4,1,0,2,3.35,5.61020066666666,10.200364,-2.23133,4.59099187179488,-1.00941133333335,-13.9546349487179,-8.452381,4.658403,8.68245277777778,-23.884335,-7.4043711111111,-21.5846993333333,-16.8435036666667,-2.19017133333333,-29.7924298888889,-4.73588366666667,-28.9071033333333,-10.7354276666667,10.8227076666667,4.08318111111111,7.44880488888889,-12.9399583809524,-5.29388133333335,-2.51610266666665,8.192432,-8.05152933333335,-3.74396133333335,-4.06602266666665
1054,C,A,7054,AC,54,54.02, , , , , , ,6,6,6,6,5,6,6,6,6,5,5,4,4,4,2,5.13333333333333,3,6,5,5,4,5,4,5,4,5,5,6,4,4,4,5,4,7,6,7,7,3,1,6,5,4,6,6,5,2,6,1,3,1,1,22,5,99,1,99,5,4,psychology,2,3.2,12.2768673333333,-23.1329693333333,-27.23133,-10.7936235128205,-1.00941133333335,-15.2366862307692,-10.1190476666667,2.99173633333333,-7.9842138888889,-15.5510016666667,9.26229555555556,-21.5846993333333,-8.51017033333333,-14.6901713333333,-21.4590965555556,-14.7358836666667,-22.2404366666667,1.76457233333334,-.288403444444448,9.63873666666667,4.67102711111111,-10.559006,-5.29388133333335,-10.849436,16.5257653333333,3.05958177777778,4.589372,-4.06602266666665,1,19,2,0,1,0,3,2,0,1,3.3,18.943534,-23.1329693333333,-10.5646633333333,-3.10131582051282,10.1016997777778,-11.3905323846154,-6.78571433333333,16.3250696666667,-39.9286583333333,-15.5510016666667,-12.9599266666667,-27.1402548888889,-18.926837,-18.856838,-32.5702076666667,-4.73588366666667,-42.2404366666667,-8.65209433333334,-30.843959,-32.02793,-31.440084,10.8695654285714,15.539452,14.150564,-20.9742346666667,3.05958177777778,-12.0772946666667,4.26731066666666
1054,D,A,8054,AD,54,54.03, , , , , , ,6,5,6,5,5,5,5,6,5,5,5,4,5,4,4,5,4,5,5,5,4,4,3,5,4,5,5,4,4,4,4,4,4,6,6,6,5,2,2,6,5,4,6,6,6,3,6,3,2,1,1,22,5,99,1,99,5,4,psychology,2,3.2,12.2768673333333,-23.1329693333333,-27.23133,-10.7936235128205,-1.00941133333335,-15.2366862307692,-10.1190476666667,2.99173633333333,-7.9842138888889,-15.5510016666667,9.26229555555556,-21.5846993333333,-8.51017033333333,-14.6901713333333,-21.4590965555556,-14.7358836666667,-22.2404366666667,1.76457233333334,-.288403444444448,9.63873666666667,4.67102711111111,-10.559006,-5.29388133333335,-10.849436,16.5257653333333,3.05958177777778,4.589372,-4.06602266666665,1,20,5,0,1,0,3,3,0,1,3.56,-24.3897993333333,-14.799636,-35.5646633333333,-24.8961876153846,-6.5649668888889,-1.13412212820512,6.547619,6.32506966666667,-5.20643611111111,-11.384335,6.48451777777778,-13.251366,-5.38517033333333,-2.19017133333333,-15.903541,-6.40255033333332,-8.90710333333333,-4.48542766666667,-.288403444444448,-15.3612633333333,-7.82897288888888,-5.79710123809524,3.039452,-10.849436,-.140901333333332,-19.1626404444444,-3.74396133333335,-4.06602266666665
2009,A,B,5009,AB,9,9.01, , , , , , ,7,7,7,7,7,7,7,6,6,7,5,1,6,1,1,5.46666666666667,3,7,6,6,5,1,1,7,6,3,7,7,6,2,6,2,2,7,7,7,5,1,1,6,6,5,5,6,4,4,4,2,3,1,1,21,5,99,1,99,2,4,Psychology,1,3.8,-4.38979933333333,-35.6329693333333,-35.5646633333333,-23.6141363333333,10.1016997777778,-37.031558025641,13.2142856666667,-17.0082636666667,-9.37310277777777,9.44899833333335,17.5956288888889,-4.91803266666666,7.11482966666666,-39.6901713333333,14.6520145555555,21.930783,4.42623,14.2645723333333,-25.2884034444444,-23.6945966666667,-24.4956395555556,27.5362320952381,28.039452,18.3172306666667,-25.1409013333333,8.61513733333334,-20.410628,12.600644,1,20,2,0,1,0,5,3,0,5,3.4,12.2768673333333,1.86703066666667,-6.39799666666667,3.30894058974359,-12.1205224444444,2.71203171794872,18.2142856666667,19.658403,23.9602305555555,5.28233166666666,37.0400733333333,14.5264117777778,20.6564963333333,-39.6901713333333,-18.6813187777778,-26.4025503333333,-65.57377,-33.6520943333333,8.04492988888889,15.1942922222222,11.6154715555556,-10.559006,-5.29388133333335,9.98389733333335,33.192432,-19.1626404444444,-3.74396133333335,12.600644
2009,C,B,7009,BC,9,9.04, , , , , , ,7,7,7,7,6,7,7,5,5,5,7,1,4,1,1,5.13333333333333,2,7,7,6,6,2,2,7,7,1,7,7,7,2,3,1,1,7,7,7,6,5,1,7,5,4,6,6,6,2,6,5,4,1,1,21,5,99,1,99,2,4,Psychology,1,3.8,-4.38979933333333,-35.6329693333333,-35.5646633333333,-23.6141363333333,10.1016997777778,-37.031558025641,13.2142856666667,-17.0082636666667,-9.37310277777777,9.44899833333335,17.5956288888889,-4.91803266666666,7.11482966666666,-39.6901713333333,14.6520145555555,21.930783,4.42623,14.2645723333333,-25.2884034444444,-23.6945966666667,-24.4956395555556,27.5362320952381,28.039452,18.3172306666667,-25.1409013333333,8.61513733333334,-20.410628,12.600644,-1,21,2,0,2,0,5,2,0,2, ,-4.38979933333333,18.5336973333333,-23.0646633333333,-3.10131582051282,17.0461442222222,6.55818556410257,-11.7857143333333,-8.67493033333333,-10.7619916666667,-7.21766833333334,20.3734066666667,-10.4735882222222,1.90649633333334,-18.856838,.763125666666653,3.59744966666668,-2.24043666666667,8.01457233333334,-22.5106256666667,-9.80570777777778,-16.1623062222222,-15.3209107619048,-1.12721466666666,-23.349436,8.192432,3.05958177777778,21.2560386666667,-4.06602266666665
2009,D,B,8009,BD,9,9.05, , , , , , ,7,7,7,7,7,7,7,7,6,7,7,1,5,1,1,5.6,3,7,7,7,7,1,1,7,7,1,7,7,7,2,6,2,3,6,6,4,4,1,1,5,5,5,5,6,5,4,2,2,5,1,1,21,5,99,1,99,2,4,Psychology,1,3.8,-4.38979933333333,-35.6329693333333,-35.5646633333333,-23.6141363333333,10.1016997777778,-37.031558025641,13.2142856666667,-17.0082636666667,-9.37310277777777,9.44899833333335,17.5956288888889,-4.91803266666666,7.11482966666666,-39.6901713333333,14.6520145555555,21.930783,4.42623,14.2645723333333,-25.2884034444444,-23.6945966666667,-24.4956395555556,27.5362320952381,28.039452,18.3172306666667,-25.1409013333333,8.61513733333334,-20.410628,12.600644,-1,20,5,0,1,0,4,2,0,1,2.57,-17.7231326666667,-35.6329693333333,-35.5646633333333,-28.7423414615385,19.823922,-26.7751477692308,-20.1190476666667,-18.6749303333333,-46.8731027777778,-15.5510016666667,-7.4043711111111,-49.3624771111111,-25.176837,-18.856838,-27.0146521111111,6.93078300000001,-2.24043666666667,16.3479056666667,-19.7328478888889,-32.02793,-25.8845284444444,-8.17805361904761,-9.460548,-2.51610266666665,-20.9742346666667,-8.05152933333335,12.9227053333333,-4.06602266666665
2010,A,B,5010,AB,10,10.01, , , , , , ,5,5,5,2,2,6,6,1,1,4,2,2,4,4,2,3.4,3,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,2,3,6,5,6,5,3,5,3,5,3,6,1,1,18,5,99,1,99,3,1,Sign Language,2,3.6,12.2768673333333,1.86703066666667,-6.39799666666667,3.30894058974359,-2.39830022222222,-10.1084811025641,-15.1190476666667,-13.6749303333333,-23.2619916666667,-40.5510016666667,3.70674,-29.9180326666667,-19.9685036666667,-10.5235046666667,-32.5702076666667,-18.069217,-32.2404366666667,-12.818761,2.48937433333333,1.30540333333333,1.89324933333333,18.0124225714286,15.539452,-10.849436,-25.1409013333333,3.05958177777778,4.589372,12.600644,1,19,5,0,1,0,5,2,0,3,3.4,5.61020066666666,18.5336973333333,-2.23133,7.15509443589744,-3.78718911111111,-22.9289939230769,6.547619,16.3250696666667,-28.8175472222222,5.28233166666666,25.9289622222222,17.3041895555555,17.5314963333333,-39.6901713333333,-13.1257632222222,1.93078300000001,-8.90710333333333,-4.48542766666667,-19.7328478888889,-18.1390411111111,-18.940084,1.34575590476191,-21.960548,1.650564,16.5257653333333,3.05958177777778,4.589372,-12.399356
2010,C,B,7010,BC,10,10.04, , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,3,5,6,2,6,5,4,4,4,2,3,1,1,18,5,99,1,99,3,1,Sign Language,2,3.6,12.2768673333333,1.86703066666667,-6.39799666666667,3.30894058974359,-2.39830022222222,-10.1084811025641,-15.1190476666667,-13.6749303333333,-23.2619916666667,-40.5510016666667,3.70674,-29.9180326666667,-19.9685036666667,-10.5235046666667,-32.5702076666667,-18.069217,-32.2404366666667,-12.818761,2.48937433333333,1.30540333333333,1.89324933333333,18.0124225714286,15.539452,-10.849436,-25.1409013333333,3.05958177777778,4.589372,12.600644,1,21,5,0,1,0,5,4,0,3,2.95,8.943534,-2.299636,-6.39799666666667,.74483802564103,17.0461442222222,-16.5187375128205,19.8809523333333,-20.341597,3.12689722222222,-28.0510016666667,3.70674,-41.0291437777778,-21.0101703333333,-10.5235046666667,-7.57020766666667,10.2641163333333,1.09289666666666,8.01457233333334,-19.7328478888889,6.8609588888889,-6.440084,25.1552797142857,-5.29388133333335,-2.51610266666665,-4.307568,-19.1626404444444,12.9227053333333,12.600644
2010,D,B,8010,BD,10,10.05, , , , , , ,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,3.93333333333333,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,6,4,1,1,6,6,2,6,6,6,5,6,2,2,1,1,18,5,99,1,99,3,1,Sign Language,2,3.6,12.2768673333333,1.86703066666667,-6.39799666666667,3.30894058974359,-2.39830022222222,-10.1084811025641,-15.1190476666667,-13.6749303333333,-23.2619916666667,-40.5510016666667,3.70674,-29.9180326666667,-19.9685036666667,-10.5235046666667,-32.5702076666667,-18.069217,-32.2404366666667,-12.818761,2.48937433333333,1.30540333333333,1.89324933333333,18.0124225714286,15.539452,-10.849436,-25.1409013333333,3.05958177777778,4.589372,12.600644,1,18,2,0,2,0,5,1,0,2,3.7,-17.7231326666667,-6.46630266666667,-39.73133,-21.0500337692308,17.0461442222222,-35.7495067435897,-15.1190476666667,-10.341597,-52.4286583333333,-3.05100166666665,20.3734066666667,6.19307844444446,9.198163,-43.856838,-15.903541,3.59744966666668,1.09289666666666,-23.2354276666667,-30.843959,-32.02793,-31.440084,-31.9875774285714,19.7061186666667,-10.849436,-12.6409013333333,-2.49597377777779,-37.0772946666667,4.26731066666666
2011,A,B,5011,AB,11,11.01, , , , , , ,4,6,6,6,3,5,6,1,1,4,6,3,4,1,1,3.8,3,6,6,4,2,3,2,6,6,6,6,5,5,4,4,4,4,7,7,7,4,3,1,6,4,3,6,6,5,4,5,4,4,1,1,19,5,99,1,99,5,2,Unknown,2,3.55,12.2768673333333,10.200364,10.26867,11.0012482820513,-9.34274466666667,-7.54437853846154,-10.1190476666667,14.658403,.34911944444444,-32.2176683333333,6.48451777777778,-16.0291437777778,-11.6351703333333,18.643162,-13.1257632222222,-3.06921699999999,-2.24043666666667,-10.7354276666667,13.6004854444444,15.1942922222222,14.3932493333333,-5.79710123809524,23.8727853333333,-2.51610266666665,12.3590986666667,-24.718196,-3.74396133333335,-20.7326893333333,-1,28,3,0,2,0,3,3,0,2,3.4,2.27686733333334,-10.6329693333333,-18.8979966666667,-8.22952094871795,.379477555555539,2.71203171794872,-1.78571433333334,9.658403,-6.595325,-11.384335,-10.1821488888889,-21.5846993333333,-14.7601703333333,-14.6901713333333,-7.57020766666667,-9.73588366666666,-52.2404366666667,-2.40209433333334,-22.5106256666667,-7.02793,-14.7734173333333,15.6314701904762,-5.29388133333335,5.81723066666666,4.02576533333333,8.61513733333334,29.589372,-4.06602266666665
2011,C,B,7011,BC,11,11.04, , , , , , ,2,2,2,2,1,1,2,2,2,2,2,2,5,4,6,2.46666666666667,2,4,4,4,4,4,4,4,4,2,6,4,4,4,4,4,4,6,6,5,4,3,2,6,6,3,5,6,6,3,6,3,3,1,1,19,5,99,1,99,5,2,Unknown,2,3.55,12.2768673333333,10.200364,10.26867,11.0012482820513,-9.34274466666667,-7.54437853846154,-10.1190476666667,14.658403,.34911944444444,-32.2176683333333,6.48451777777778,-16.0291437777778,-11.6351703333333,18.643162,-13.1257632222222,-3.06921699999999,-2.24043666666667,-10.7354276666667,13.6004854444444,15.1942922222222,14.3932493333333,-5.79710123809524,23.8727853333333,-2.51610266666665,12.3590986666667,-24.718196,-3.74396133333335,-20.7326893333333,1,22,5,0,1,0,5,3,0,3,3.2,18.943534,6.03369733333333,-14.73133,4.59099187179488,-1.00941133333335,-7.54437853846154,-15.1190476666667,6.32506966666667,-23.2619916666667,-36.384335,-4.62659333333333,-21.5846993333333,-18.926837,-2.19017133333333,-7.57020766666667,-16.4025503333333,-38.9071033333333,-4.48542766666667,-5.843959,-4.25015222222222,-5.05119511111111,-34.3685298095238,-1.12721466666666,-2.51610266666665,4.02576533333333,-13.6070848888889,-3.74396133333335,-4.06602266666665
2011,D,B,8011,BD,11,11.05, , , , , , ,4,4,4,3,3,5,5,1,5,5,5,2,4,1,2,3.53333333333333,4,4,4,4,3,4,3,4,6,2,6,6,6,4,4,4,4,6,6,6,5,1,1,5,6,2,6,6,5,4,4,4,4,1,1,19,5,99,1,99,5,2,Unknown,2,3.55,12.2768673333333,10.200364,10.26867,11.0012482820513,-9.34274466666667,-7.54437853846154,-10.1190476666667,14.658403,.34911944444444,-32.2176683333333,6.48451777777778,-16.0291437777778,-11.6351703333333,18.643162,-13.1257632222222,-3.06921699999999,-2.24043666666667,-10.7354276666667,13.6004854444444,15.1942922222222,14.3932493333333,-5.79710123809524,23.8727853333333,-2.51610266666665,12.3590986666667,-24.718196,-3.74396133333335,-20.7326893333333,-1,20,5,0,1,0,5,2,0,3,3,15.6102006666667,6.03369733333333,1.93533666666667,8.43714571794872,-21.8427446666667,3.994083,8.21428566666665,26.3250696666667,21.1824527777778,-23.884335,6.48451777777778,-4.91803266666666,-5.38517033333333,6.143162,-13.1257632222222,-19.7358836666667,-65.57377,-16.9854276666667,27.4893743333333,26.3054033333333,26.8932493333333,-22.4637679047619,-26.1272146666667,-15.0161026666667,12.3590986666667,-19.1626404444444,4.589372,-20.7326893333333
2022,C,B,7022,BC,22,22.04, , , , , , ,6,5,5,4,4,6,6,5,5,5,4,4,4,4,2,4.6,3,6,5,4,4,4,2,5,4,4,5,4,5,4,7,4,4,6,6,3,4,2,2,6,5,5,5,5,5,3,6,4,2,1,-1,35,1,99,1,99,5,4,Psychology,1,2.5,32.2768673333333,-23.1329693333333,39.4353366666667,17.4115046923077,-17.676078,18.0966471025641,-6.78571433333333,34.658403,10.0713416666667,-23.884335,-7.4043711111111,3.41530066666666,-7.46850366666666,-6.356838,-15.903541,-9.73588366666666,-22.2404366666667,-4.48542766666667,-.288403444444448,26.3054033333333,13.0043604444444,-5.79710123809524,-26.1272146666667,-2.51610266666665,-.140901333333332,-2.49597377777779,29.589372,-12.399356,1,22,2,0,2,0,3,4,0,2,3.1,-11.056466,-18.9663026666667,-27.23133,-18.4859312051282,.379477555555539,-38.3136093076923,-8.452381,12.5750696666667,-56.595325,-23.884335,3.70674,-13.251366,-9.551837,-39.6901713333333,-43.6813187777778,-18.069217,-22.2404366666667,1.76457233333334,-30.843959,-32.02793,-31.440084,8.48861304761905,-9.460548,-2.51610266666665,16.5257653333333,-19.1626404444444,-12.0772946666667,-4.06602266666665
2029,A,B,5029,AB,29,29.01,.133333333333333, ,13.3333333333333, , , ,6,5,6,6,5,6,7,4,2,5,1,1,1,1,1,3.8,3,5,4,5,4,1,1,4,4,2,5,6,5,4,6,2,1,6,6,6,4,2,2,6,6,4,4,6,6,3,6,3,3,1,1,18,5,99,1,99,5,2,Economics,2,3.75,18.943534,-6.46630266666667,26.9353366666667,13.5653508461538,12.8794775555555,-10.1084811025641,-35.1190476666667,11.3250696666667,-55.2064361111111,-3.05100166666665,-35.1821488888889,-29.9180326666667,-25.176837,10.3098286666667,9.096459,18.5974496666667,17.7595633333333,12.181239,-30.843959,-32.02793,-31.440084,10.8695654285714,15.539452,-2.51610266666665,-29.307568,8.61513733333334,-12.0772946666667,12.600644,-1,18,6,0,1,0,5,1,0,2,4,5.61020066666666,1.86703066666667,-18.8979966666667,-3.10131582051282,-6.5649668888889,-7.54437853846154,-10.1190476666667,9.658403,-24.6508805555556,-28.0510016666667,-1.84881555555555,-32.6958104444444,-19.9685036666667,-2.19017133333333,-15.903541,-19.7358836666667,-35.57377,-8.65209433333334,-8.62173677777778,-7.02793,-7.82897288888888,-17.7018631428571,3.039452,9.98389733333335,-20.9742346666667,-8.05152933333335,12.9227053333333,12.600644
2035,A,B,5035,AB,35,35.01, , , , , , ,5,5,6,5,5,3,2,7,2,4,2,2,5,2,2,3.8,4,1,2,2,2,1,7,3,3,6,2,4,3,3,3,2,6,6,3,2,2,1,6,5,4,7,1,6,5,4,3,4,4,1,1,20,2,99,2,harf a year,5,2,non major,3,3,5.61020066666666,-2.299636,-18.8979966666667,-4.3833671025641,-10.7316335555556,1.42998043589744,16.547619,24.658403,11.4602305555555,-36.384335,3.70674,-21.5846993333333,-15.801837,-23.0235046666667,-27.0146521111111,-33.069217,-52.2404366666667,-12.818761,24.7115965555556,-20.9168188888889,1.89324933333333,-22.4637679047619,-1.12721466666666,-35.849436,20.692432,-58.0515293333333,-3.74396133333335,-29.0660226666667,-1,21,5,0,1,0,5,3,0,1,3,22.2768673333333,-2.299636,-23.0646633333333,.74483802564103,-13.5094113333333,-22.9289939230769,-10.1190476666667,14.658403,-2.42865833333334,-23.884335,3.70674,-18.8069215555556,-11.6351703333333,-18.856838,-7.57020766666667,6.93078300000001,-8.90710333333333,3.84790566666666,-22.5106256666667,-4.25015222222222,-13.3845284444444,15.6314701904762,-5.29388133333335,-6.68276933333334,-4.307568,-2.49597377777779,4.589372,-4.06602266666665
2035,C,B,7035,BC,35,35.04, , , , , , ,6,4,6,5,6,5,5,6,5,4,6,6,5,2,2,4.86666666666667,4,5,5,5,4,6,5,4,6,6,2,6,6,3,3,2,6,6,6,6,4,3,2,6,4,6,3,6,6,6,5,2,2,1,1,20,2,99,2,harf a year,5,2,non major,3,3,5.61020066666666,-2.299636,-18.8979966666667,-4.3833671025641,-10.7316335555556,1.42998043589744,16.547619,24.658403,11.4602305555555,-36.384335,3.70674,-21.5846993333333,-15.801837,-23.0235046666667,-27.0146521111111,-33.069217,-52.2404366666667,-12.818761,24.7115965555556,-20.9168188888889,1.89324933333333,-22.4637679047619,-1.12721466666666,-35.849436,20.692432,-58.0515293333333,-3.74396133333335,-29.0660226666667,-1,20,6,0,2,0,5,2,0,1,3.98,28.943534,14.3670306666667,-14.73133,11.0012482820513,21.2128108888889,-10.1084811025641,-.119047666666667,24.658403,-14.9286583333333,-19.7176683333333,3.70674,-2.14025488888889,-4.34350366666666,-31.356838,-2.01465211111111,1.93078300000001,-45.57377,20.5145723333333,13.6004854444444,-4.25015222222222,4.67102711111111,-22.4637679047619,-13.6272146666667,1.650564,-.140901333333332,14.1706928888889,12.9227053333333,-4.06602266666665
2035,D,B,8035,BD,35,35.05, , , , , , ,5,5,6,5,6,3,2,6,2,4,3,2,3,2,2,3.73333333333333,3,3,3,3,3,2,6,4,6,6,2,4,5,3,2,2,6,4,5,4,4,2,3,5,5,6,3,5,5,3,5,2,3,1,1,20,2,99,2,harf a year,5,2,non major,3,3,5.61020066666666,-2.299636,-18.8979966666667,-4.3833671025641,-10.7316335555556,1.42998043589744,16.547619,24.658403,11.4602305555555,-36.384335,3.70674,-21.5846993333333,-15.801837,-23.0235046666667,-27.0146521111111,-33.069217,-52.2404366666667,-12.818761,24.7115965555556,-20.9168188888889,1.89324933333333,-22.4637679047619,-1.12721466666666,-35.849436,20.692432,-58.0515293333333,-3.74396133333335,-29.0660226666667,1,18,6,0,1,0,5,1,0,1,3.5,-4.38979933333333,-10.6329693333333,-14.73133,-9.51157223076923,-12.1205224444444,7.84023684615385,-.119047666666667,-2.00826366666667,-6.595325,-36.384335,-10.1821488888889,-38.251366,-27.2601703333333,1.97649533333333,-15.903541,.264116333333334,-15.57377,-10.7354276666667,-8.62173677777778,-12.5834855555556,-10.6067506666667,-5.79710123809524,-1.12721466666666,-15.0161026666667,-4.307568,-19.1626404444444,-20.410628,-20.7326893333333
2054,C,B,7054,BC,54,54.04, , , , , , ,5,4,4,3,5,5,5,5,3,4,2,2,2,2,3,3.6,3,4,4,4,5,2,2,5,5,4,4,5,4,5,5,5,5,7,7,7,6,4,1,6,6,4,5,5,5,4,5,1,4,1,-1,20,6,Middle Eastern,2,2 years and a half,5,2,Psychology,1,3.89,18.943534,-6.46630266666667,1.93533666666667,5.87304315384615,12.8794775555555,-8.82642982051281,-5.11904766666667,-2.00826366666667,-12.1508805555556,-7.21766833333334,3.70674,-16.0291437777778,-6.426837,-23.0235046666667,-2.01465211111111,5.26411633333335,-5.57377,14.2645723333333,-16.9550701111111,-23.6945966666667,-20.3289728888889,-12.9399583809524,-9.460548,14.150564,24.8590986666667,14.1706928888889,12.9227053333333,4.26731066666666,1,19,2,0,1,0,3,2,0,1,3.3,18.943534,-23.1329693333333,-10.5646633333333,-3.10131582051282,10.1016997777778,-11.3905323846154,-6.78571433333333,16.3250696666667,-39.9286583333333,-15.5510016666667,-12.9599266666667,-27.1402548888889,-18.926837,-18.856838,-32.5702076666667,-4.73588366666667,-42.2404366666667,-8.65209433333334,-30.843959,-32.02793,-31.440084,10.8695654285714,15.539452,14.150564,-20.9742346666667,3.05958177777778,-12.0772946666667,4.26731066666666
3007,A,C,5007,AC,7,7.02, , , , , , ,6,5,5,5,4,6,6,1,5,4,1,1,2,2,2,3.66666666666667,3,4,5,4,1,2,2,5,4,6,4,6,6,2,6,4,4,6,6,6,4,1,2,5,6,7,2,5,5,2,5,1,5,1,-1,18,5,99,1,99,3,1,un-declared,1, ,-21.056466,-14.799636,-23.0646633333333,-19.7679824871795,14.2683664444445,-22.9289939230769,-28.452381,-.341597,-56.595325,-36.384335,-32.4043711111111,-52.1402548888889,-40.801837,-6.356838,-13.1257632222222,-8.06921699999999,-42.2404366666667,12.181239,-30.843959,-32.02793,-31.440084,-20.0828155238095,7.20611866666665,26.650564,-20.9742346666667,3.05958177777778,21.2560386666667,12.600644,-1,18,5,0,1,0,5,1,0,1,3.6,-17.7231326666667,-23.1329693333333,-39.73133,-26.1782388974359,25.3794775555555,-31.9033528974359,-38.452381,-20.341597,-51.0397694444444,9.44899833333335,14.8178511111111,20.0819673333333,15.448163,-43.856838,-32.5702076666667,23.5974496666667,11.0928966666667,20.5145723333333,-30.843959,-32.02793,-31.440084,34.6790892380952,-5.29388133333335,-19.1827693333333,-4.307568,25.281804,29.589372,12.600644
