PerUn,Target,Perceiver,TarUn,Dyad,Group,DyUn,EA_mean,BaselineEA,EA100,BaselineEA100,CrrctdEA,CrrctdEAnoneg,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,imp11,imp12,imp13,imp14,imp15,Rapport,imp16,metaimp1,metaimp2,metaimp3,metaimp4,metaimp5,metaimp6,metatra1,metatra2,metatra3,metatra4,metatra5,metatra6,metatra7,metatra8,metatra9,metatra10,metaimp_crit1,metaimp_crit2,metaimp_crit3,metaimp_crit4,metaimp_crit5,metaimp_crit6,metatrait_crit1,metatrait_crit2,metatrait_crit3,metatrait_crit4,metatrait_crit5,metatrait_crit6,metatrait_crit7,metatrait_crit8,metatrait_crit9,metatrait_crit10,QualPres,per_sex,per_age,per_race,per_race_text,per_eng,per_eng_text,per_relat,per_year,per_major,per_health,per_gpa,per_InsecAttC,per_AnxAttC,per_AvoAttC,per_ASMtotC,per_AuthenticityC,per_MaskC,per_NTBc,per_LonelinessC,per_FNEc,per_beqposC,per_beqnegC,per_beqstrC,per_beqtotC,per_erqsupC,per_erqreaC,per_RSEc,per_SATc,per_POWc,per_SIASc,per_SPSc,per_SIAPSc,per_ExtrC,per_AgreeC,per_ConscC,per_NeurotC,per_IntellC,per_OpenC,per_TrustC,tar_sex,tar_age,tar_race,tar_race_text,tar_eng,tar_eng_text,tar_relat,tar_year,tar_major,tar_health,tar_gpa,tar_InsecAttC,tar_AnxAttC,tar_AvoAttC,tar_ASMtotC,tar_AuthenticityC,tar_MaskC,tar_NTBc,tar_LonelinessC,tar_FNEc,tar_beqposC,tar_beqnegC,tar_beqstrC,tar_beqtotC,tar_erqsupC,tar_erqreaC,tar_RSEc,tar_SATc,tar_POWc,tar_SIASc,tar_SPSc,tar_SIAPSc,tar_ExtrC,tar_AgreeC,tar_ConscC,tar_NeurotC,tar_IntellC,tar_OpenC,tar_TrustC
3094,B,C,6094,BC,94,94.04,.183333333333333,.0277777777777778,18.3333333333333,2.77777777777778,15.5555555555556,15.5555555555556,6,4,6,6,6,6,6,5,6,6,3,2,3,2,2,4.6,3,6,6,6,5,2,2,6,6,3,6,6,6,4,5,2,3,6,5,5,4,1,1,6,6,5,5,7,6,3,5,1,2,1,1,19,5,99,1,99,4,1,Undeclared,1,3.44,-4.38979933333333,-14.799636,-39.73133,-18.4859312051282,22.6016997777778,-31.9033528974359,-10.1190476666667,-7.00826366666667,-26.0397694444444,-7.21766833333334,31.4845177777778,3.41530066666666,11.2814963333333,-39.6901713333333,-18.6813187777778,13.5974496666667,-12.2404366666667,-2.40209433333334,-30.843959,-32.02793,-31.440084,18.0124225714286,11.3727853333333,9.98389733333335,8.192432,8.61513733333334,4.589372,4.26731066666666,1,18,3,0,1,0,5,1,0,3,4,5.61020066666666,-2.299636,-31.3979966666667,-8.22952094871795,-14.8983002222222,-2.41617341025641,18.2142856666667,11.3250696666667,26.7380083333333,5.28233166666666,.928962222222232,17.3041895555555,8.15649633333334,-6.356838,-32.5702076666667,-31.4025503333333,-12.2404366666667,-14.9020943333333,10.8227076666667,15.1942922222222,13.0043604444444,-1.03519647619047,19.7061186666667,-19.1827693333333,29.0257653333333,-30.2737515555556,-28.7439613333333,-20.7326893333333
1022,D,A,8022,AD,22,22.03,.213333333333333,.0555555555555556,21.3333333333333,5.55555555555556,15.7777777777778,15.7777777777778,6,5,6,6,5,6,6,6,6,5,4,4,6,2,2,5,3,6,6,5,6,4,3,4,4,4,5,5,4,3,5,2,5,5,5,5,5,3,2,5,5,5,3,5,5,4,5,3,5,0,1,19,1,99,1,99,5,2,PSY/CH,3,3.6, , , , , , , , , , , , , , , , , , , , , ,1.34575590476191,-38.6272146666667,-2.51610266666665,12.3590986666667,14.1706928888889,21.2560386666667,-12.399356,1,20,5,0,1,0,2,3,0,2,3.2,-1.056466,-23.1329693333333,-23.0646633333333,-14.6397773589744,1.76836644444445,-13.9546349487179,-8.452381,-8.67493033333333,-31.595325,-7.21766833333334,-1.84881555555555,-4.91803266666666,-4.34350366666666,-18.856838,-24.2368743333333,10.2641163333333,-15.57377,3.84790566666666,-22.5106256666667,-23.6945966666667,-23.1067506666667,22.7743273333333,-5.29388133333335,9.98389733333335,12.3590986666667,3.05958177777778,12.9227053333333,12.600644
2040,A,B,5040,AB,40,40.01,.213333333333333,.0555555555555556,21.3333333333333,5.55555555555556,15.7777777777778,15.7777777777778,7,7,7,7,7,7,7,5,3,6,7,2,6,1,1,5.33333333333333,2,6,6,6,2,2,2,6,5,5,6,6,6,3,6,1,6,6,5,5,2,2,2,5,3,2,7,6,4,4,5,2,5,0,-1,19,5,99,1,99,3,2,Business,3,2, , , , , , , , , , , , , , , , , , , , , ,6.10766066666666,-5.29388133333335,1.650564,-4.307568,8.61513733333334,12.9227053333333,4.26731066666666,-1,23,5,0,1,0,3,4,0,1,3.5,28.943534,-31.4663026666667,43.6020033333333,14.8474021282051,26.7683664444445,-22.9289939230769,1.547619,-12.0082636666667,-44.095325,-23.884335,-29.6265933333333,-35.4735882222222,-30.3851703333333,1.97649533333333,-13.1257632222222,23.5974496666667,11.0928966666667,12.181239,-30.843959,-32.02793,-31.440084,15.6314701904762,15.539452,9.98389733333335,-16.807568,19.7262484444445,-3.74396133333335,12.600644
1017,C,A,7017,AC,17,17.02,.186666666666667,.0277777777777778,18.6666666666667,2.77777777777778,15.8888888888889,15.8888888888889,6,6,6,5,4,5,5,4,2,3,3,1,2,1,2,3.66666666666667,2,5,5,4,3,1,2,4,5,3,6,5,5,2,5,1,3,2,5,5,5,5,2,5,5,3,5,5,6,3,6,6,4,1,1,21,2,99,1,99,5,4,Communication Disorders and Sciences,2,3.9,12.2768673333333,-27.299636,-35.5646633333333,-14.6397773589744,14.2683664444445,-17.8007887948718,-8.452381,-17.0082636666667,-9.37310277777777,-19.7176683333333,-7.4043711111111,-16.0291437777778,-13.7185036666667,-23.0235046666667,-7.57020766666667,20.2641163333333,-28.9071033333333,8.01457233333334,-5.843959,-18.1390411111111,-11.9956395555556,-3.41614885714286,15.539452,18.3172306666667,-4.307568,8.61513733333334,12.9227053333333,-4.06602266666665,1,18,2,0,2,0,5,1,0,3,3.6,8.943534,-10.6329693333333,-39.73133,-12.0756747948718,-10.7316335555556,-16.5187375128205,-13.452381,17.9917363333333,-21.8731027777778,-36.384335,.928962222222232,-29.9180326666667,-19.9685036666667,-14.6901713333333,-32.5702076666667,-18.069217,-32.2404366666667,-21.1520943333333,5.26715211111111,-20.9168188888889,-7.82897288888888,-3.41614885714286,-21.960548,-27.5161026666667,-4.307568,-13.6070848888889,-12.0772946666667,-4.06602266666665
4067,A,D,5067,AD,67,67.03,.186666666666667,.0277777777777778,18.6666666666667,2.77777777777778,15.8888888888889,15.8888888888889,6,5,6,6,6,6,6,4,5,6,4,2,2,2,2,4.53333333333333,3,6,6,6,4,2,2,6,6,2,6,6,6,2,5,2,2,7,7,6,6,1,1,6,6,1,7,6,7,1,5,2,2,1,1,30,5,99,1,99,3,4,Psychology,2,2.83,-11.056466,-35.6329693333333,-39.73133,-27.4602901794872,19.823922,-37.031558025641,-21.7857143333333,-20.341597,-53.8175472222222,-7.21766833333334,23.1511844444445,-7.69581044444444,3.98982966666667,-39.6901713333333,.763125666666653,15.2641163333333,1.09289666666666,8.01457233333334,-30.843959,-26.4723744444444,-28.6623062222222,15.6314701904762,-5.29388133333335,14.150564,-4.307568,3.05958177777778,-3.74396133333335,12.600644,-1,19,5,0,1,0,5,2,0,1,2.8,-7.72313266666667,-10.6329693333333,-23.0646633333333,-13.3577260769231,18.4350331111111,-29.3392503333333,-21.7857143333333,-17.0082636666667,-35.7619916666667,-23.884335,-32.4043711111111,-38.251366,-32.4685036666667,6.143162,.763125666666653,20.2641163333333,11.0928966666667,-8.65209433333334,-28.0661812222222,-32.02793,-30.0511951111111,-1.03519647619047,11.3727853333333,9.98389733333335,-25.1409013333333,-8.05152933333335,4.589372,12.600644
4043,C,D,7043,CD,43,43.06,.186666666666667,.0277777777777778,18.6666666666667,2.77777777777778,15.8888888888889,15.8888888888889,6,4,6,4,4,6,6,3,3,5,3,2,2,2,2,3.86666666666667,3,6,5,3,2,2,2,5,5,6,2,5,4,4,3,3,5,6,5,4,2,1,1,6,5,6,3,6,4,2,6,2,4,1,1,19,1,99,1,99,5,2,undeclared,1,4,25.6102006666667,-14.799636,6.10200333333333,7.15509443589744,12.8794775555555,-30.6213016153846,-18.452381,12.9917363333333,-37.1508805555556,-48.884335,3.70674,-43.8069215555555,-27.2601703333333,-2.19017133333333,-4.7924298888889,-3.06921699999999,-18.9071033333333,-6.568761,-.288403444444448,-23.6945966666667,-11.9956395555556,-27.2256726666667,-21.960548,9.98389733333335,12.3590986666667,14.1706928888889,-20.410628,4.26731066666666,-1,21,6,0,1,0,5,3,0,3,3.85,5.61020066666666,14.3670306666667,-35.5646633333333,-4.3833671025641,12.8794775555555,-7.54437853846154,-15.1190476666667,-7.00826366666667,-20.4842138888889,-19.7176683333333,-18.5154822222222,-18.8069215555556,-18.926837,-10.5235046666667,-15.903541,15.2641163333333,-8.90710333333333,14.2645723333333,-22.5106256666667,-32.02793,-27.2734173333333,3.7267082857143,-5.29388133333335,1.650564,-8.47423466666667,14.1706928888889,4.589372,-12.399356
3025,D,C,8025,CD,25,25.06,.16,0,16,0,16,16,2,2,2,2,1,2,3,1,2,2,2,2,2,2,5,2.13333333333333,2,4,4,4,4,2,4,4,4,3,5,5,5,4,4,4,5,5,5,4,4,2,3,5,4,4,5,5,5,3,6,3,3,1,1,19,5,99,1,99,5,2,Journalism,4,2.9,-7.72313266666667,6.03369733333333,-27.23133,-9.51157223076923,-12.1205224444444,-10.1084811025641,-15.1190476666667,-18.6749303333333,-23.2619916666667,-40.5510016666667,3.70674,-29.9180326666667,-19.9685036666667,-10.5235046666667,-32.5702076666667,-18.069217,-35.57377,-12.818761,-5.843959,1.30540333333333,-2.27341733333333,29.9171844761905,-21.960548,-10.849436,12.3590986666667,-13.6070848888889,-3.74396133333335,12.600644,-1,19,3,0,1,0,5,2,0,3,2.5,5.61020066666666,-10.6329693333333,-23.0646633333333,-8.22952094871795,-1.00941133333335,-8.82642982051281,-18.452381,-.341597,-39.9286583333333,-28.0510016666667,-15.7377044444444,-38.251366,-27.2601703333333,6.143162,-7.57020766666667,1.93078300000001,-18.9071033333333,-12.818761,-3.06618122222222,-15.3612633333333,-9.21786177777778,-27.2256726666667,7.20611866666665,-6.68276933333334,-20.9742346666667,-8.05152933333335,-3.74396133333335,4.26731066666666
3044,B,C,6044,BC,44,44.04,.16,0,16,0,16,16,6,6,5,6,6,6,6,4,5,6,2,1,2,1,1,4.2,4,6,5,5,4,2,2,5,5,5,5,4,5,3,5,2,5,6,5,5,6,1,3,6,7,7,5,6,6,2,6,2,3,0,1,18,6,white,1,99,5,1,Undecided,2,3.4, , , , , , , , , , , , , , , , , , , , , ,-15.3209107619048,-9.460548,5.81723066666666,-8.47423466666667,-13.6070848888889,-28.7439613333333,-37.399356,-1,21,5,0,1,0,5,3,0,2,3,8.943534,-2.299636,-18.8979966666667,-3.10131582051282,-6.5649668888889,-8.82642982051281,-16.7857143333333,-10.341597,-37.1508805555556,-15.5510016666667,14.8178511111111,-18.8069215555556,-5.38517033333333,-35.5235046666667,-38.1257632222222,-11.4025503333333,-18.9071033333333,-10.7354276666667,-14.1772923333333,-26.4723744444444,-20.3289728888889,-1.03519647619047,15.539452,-15.0161026666667,45.692432,-8.05152933333335,-12.0772946666667,-4.06602266666665
4026,B,D,6026,BD,26,26.05,.16,0,16,0,16,16,6,6,6,6,6,5,6,5,5,5,5,4,5,3,2,5,3,5,6,6,4,2,2,4,4,3,5,5,4,4,6,4,3,7,7,6,4,1,3,6,6,5,5,5,5,5,4,2,5,1,-1,21,2,99,2,4 months,5,3,economics,1,3.42,-7.72313266666667,-6.46630266666667,-14.73133,-9.51157223076923,-14.8983002222222,3.994083,9.88095233333333,14.658403,-7.9842138888889,-19.7176683333333,-4.62659333333333,-10.4735882222222,-10.5935036666667,6.143162,-10.3479854444444,-6.40255033333332,-22.2404366666667,-8.65209433333334,-16.9550701111111,-9.80570777777778,-13.3845284444444,-1.03519647619047,-26.1272146666667,1.650564,16.5257653333333,8.61513733333334,-12.0772946666667,-4.06602266666665,-1,21,5,0,1,0,5,3,0,2,2.6,-27.7231326666667,-10.6329693333333,-27.23133,-22.3320850512821,17.0461442222222,-35.7495067435897,-20.1190476666667,-12.0082636666667,-41.3175472222222,1.11566500000001,6.48451777777778,-13.251366,-2.26017033333333,-23.0235046666667,9.096459,20.2641163333333,7.75956333333335,3.84790566666666,-25.2884034444444,-32.02793,-28.6623062222222,22.7743273333333,19.7061186666667,1.650564,-16.807568,-13.6070848888889,4.589372,-4.06602266666665
1030,D,A,8030,AD,30,30.03,.16,0,16,0,16,16,5,2,5,6,5,5,4,4,5,3,2,1,6,6,4,4.2,3,6,3,3,4,2,2,6,3,2,4,5,6,5,4,6,5,6,6,5,2,2,2,5,4,5,4,5,4,4,3,5,6,1,-1,20,5,99,1,99,5,3,Cinema Studies,2,3.75,12.2768673333333,10.200364,18.6020033333333,13.5653508461538,3.15725533333334,-17.8007887948718,-30.1190476666667,26.3250696666667,-19.095325,-19.7176683333333,3.70674,3.41530066666666,-2.26017033333333,6.143162,-46.4590965555556,-16.4025503333333,-38.9071033333333,5.931239,-5.843959,1.30540333333333,-2.27341733333333,-39.1304345714286,-9.460548,-6.68276933333334,24.8590986666667,8.61513733333334,4.589372,4.26731066666666,-1,19,5,0,2,0,5,1,0,2,1.88,-14.3897993333333,-2.299636,-23.0646633333333,-13.3577260769231,15.6572553333333,-11.3905323846154,-25.1190476666667,-13.6749303333333,-23.2619916666667,-15.5510016666667,-15.7377044444444,-35.4735882222222,-23.0935036666667,-6.356838,6.31868122222221,20.2641163333333,-22.2404366666667,-.318761000000002,-22.5106256666667,-26.4723744444444,-24.4956395555556,22.7743273333333,-13.6272146666667,-19.1827693333333,-20.9742346666667,3.05958177777778,12.9227053333333,-12.399356
4086,A,D,5086,AD,86,86.03,.216666666666667,.0555555555555556,21.6666666666667,5.55555555555556,16.1111111111111,16.1111111111111,7,6,6,6,6,6,6,7,5,4,3,2,2,2,2,4.66666666666667,3,6,6,5,5,2,2,4,4,4,5,4,4,4,4,4,4,6,6,5,5,2,2,5,4,3,6,6,5,5,6,2,3,1,-1,20,5,99,1,99,5,1,undeclared,2,3.07,15.6102006666667,1.86703066666667,-18.8979966666667,.74483802564103,-6.5649668888889,-2.41617341025641,-1.78571433333334,-5.341597,-10.7619916666667,-11.384335,-10.1821488888889,-10.4735882222222,-10.5935036666667,-6.356838,-18.6813187777778,5.26411633333335,-28.9071033333333,-6.568761,-8.62173677777778,-12.5834855555556,-10.6067506666667,-3.41614885714286,-1.12721466666666,-2.51610266666665,-8.47423466666667,-13.6070848888889,4.589372,-4.06602266666665,1,19,2,0,1,0,3,1,0,1,3.2,-4.38979933333333,-14.799636,-2.23133,-6.94746966666667,19.823922,-31.9033528974359,-28.452381,-13.6749303333333,-42.7064361111111,-32.2176683333333,-24.0710377777778,-41.0291437777778,-32.4685036666667,-27.1901713333333,-65.903541,20.2641163333333,-35.57377,26.7645723333333,-22.5106256666667,-32.02793,-27.2734173333333,20.393374952381,3.039452,-6.68276933333334,-20.9742346666667,3.05958177777778,-3.74396133333335,4.26731066666666
2033,A,B,5033,AB,33,33.01,.386666666666667,.222222222222222,38.6666666666667,22.2222222222222,16.4444444444444,16.4444444444444,5,6,6,4,4,6,6,4,4,4,5,3,4,2,2,4.33333333333333,3,6,6,5,5,3,2,6,6,5,5,6,6,4,4,4,5,6,6,6,4,2,2,4,5,4,5,6,4,4,3,2,4,1,1,18,5,99,1,99,5,1,Pre-Journalism: Public Relations,3,2.76,12.2768673333333,1.86703066666667,-6.39799666666667,3.30894058974359,3.15725533333334,-11.3905323846154,-16.7857143333333,-7.00826366666667,-24.6508805555556,-15.5510016666667,.928962222222232,-4.91803266666666,-5.38517033333333,-31.356838,-21.4590965555556,-1.40255033333334,-28.9071033333333,-.318761000000002,-16.9550701111111,-32.02793,-24.4956395555556,-1.03519647619047,-13.6272146666667,-2.51610266666665,12.3590986666667,3.05958177777778,-12.0772946666667,-4.06602266666665,1,18,6,0,1,0,5,1,0,3,4,-1.056466,1.86703066666667,-27.23133,-8.22952094871795,-5.176078,-13.9546349487179,-8.452381,6.32506966666667,5.904675,-23.884335,3.70674,3.41530066666666,-3.301837,-2.19017133333333,-18.6813187777778,8.59744966666666,-42.2404366666667,10.0979056666667,-.288403444444448,-26.4723744444444,-13.3845284444444,-3.41614885714286,-17.7938813333333,9.98389733333335,16.5257653333333,14.1706928888889,-12.0772946666667,-4.06602266666665
1093,C,A,7093,AC,93,93.02,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,6,6,6,5,5,6,6,5,5,5,3,1,1,1,1,4.13333333333333,3,6,6,5,6,1,1,6,6,5,6,6,6,3,6,2,2,7,6,6,7,3,5,6,6,6,5,6,6,4,6,2,5,1,1,19,5,99,1,99,5,1,undeclared,1,3.68,-17.7231326666667,31.0336973333333,-39.73133,-9.51157223076923,-1.00941133333335,-33.1854041794872,28.2142856666667,-15.341597,11.4602305555555,-7.21766833333334,25.9289622222222,3.41530066666666,9.198163,-43.856838,-15.903541,-4.73588366666667,-28.9071033333333,8.01457233333334,-30.843959,-23.6945966666667,-27.2734173333333,-3.41614885714286,-13.6272146666667,26.650564,12.3590986666667,19.7262484444445,4.589372,12.600644,-1,20,5,0,1,0,3,3,0,3,2.06,18.943534,26.8670306666667,-10.5646633333333,12.2832995641026,-10.7316335555556,11.6863906923077,-.119047666666667,16.3250696666667,-5.20643611111111,-44.7176683333333,-24.0710377777778,-29.9180326666667,-31.426837,10.3098286666667,-2.01465211111111,-21.4025503333333,-38.9071033333333,-.318761000000002,-11.3995145555556,-20.9168188888889,-16.1623062222222,8.48861304761905,-1.12721466666666,-2.51610266666665,-.140901333333332,-24.718196,-3.74396133333335,-4.06602266666665
4044,B,D,6044,BD,44,44.05,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,6,4,5,6,6,6,6,4,5,5,3,2,3,2,2,4.33333333333333,3,4,4,4,4,3,3,4,4,5,5,5,5,4,4,3,4,6,5,5,4,1,2,6,7,3,6,6,4,3,6,3,4,1,-1,18,5,99,1,99,3,1,undeclared,2,2.8,-14.3897993333333,-31.4663026666667,-31.3979966666667,-24.8961876153846,-5.176078,-3.69822469230769,8.21428566666665,-2.00826366666667,-13.5397694444444,-32.2176683333333,3.70674,-27.1402548888889,-16.8435036666667,-35.5235046666667,-18.6813187777778,-4.73588366666667,-8.90710333333333,-.318761000000002,-5.843959,-18.1390411111111,-11.9956395555556,-12.9399583809524,-1.12721466666666,-15.0161026666667,-8.47423466666667,-30.2737515555556,-12.0772946666667,-4.06602266666665,-1,21,5,0,1,0,5,3,0,2,3,8.943534,-2.299636,-18.8979966666667,-3.10131582051282,-6.5649668888889,-8.82642982051281,-16.7857143333333,-10.341597,-37.1508805555556,-15.5510016666667,14.8178511111111,-18.8069215555556,-5.38517033333333,-35.5235046666667,-38.1257632222222,-11.4025503333333,-18.9071033333333,-10.7354276666667,-14.1772923333333,-26.4723744444444,-20.3289728888889,-1.03519647619047,15.539452,-15.0161026666667,45.692432,-8.05152933333335,-12.0772946666667,-4.06602266666665
1103,C,A,7103,AC,103,103.02,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,6,5,5,4,4,6,5,4,5,5,5,2,4,1,4,4.33333333333333,2,4,4,4,3,4,4,4,5,4,5,5,5,5,5,4,3,5,6,5,1,2,2,5,4,4,4,5,5,4,4,4,4,1,-1,20,5,99,1,99,5,2,Environmental Science,3,2.7,42.2768673333333,6.03369733333333,26.9353366666667,26.3858636666667,-6.5649668888889,23.2248522307692,13.2142856666667,31.3250696666667,19.7935638888889,-15.5510016666667,-10.1821488888889,-7.69581044444444,-10.5935036666667,6.143162,-2.01465211111111,-21.4025503333333,-25.57377,-10.7354276666667,13.6004854444444,9.63873666666667,11.6154715555556,-12.9399583809524,-9.460548,9.98389733333335,20.692432,-19.1626404444444,12.9227053333333,-4.06602266666665,-1,19,5,0,1,0,5,1,0,3,2.5, , , , , , , , , , , , , , , , , , , , , ,-12.9399583809524,11.3727853333333,-10.849436,-16.807568,-8.05152933333335,-3.74396133333335,12.600644
2112,C,B,7112,BC,112,112.04,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,7,6,6,7,7,7,7,7,6,6,5,2,5,1,1,5.33333333333333,3,6,6,6,4,2,2,6,6,5,6,6,6,4,4,2,4,6,6,6,4,2,2,4,4,5,4,4,5,4,6,2,4,1,-1,29,1,99,1,99,5,6,pre med,3,3.1,-17.7231326666667,-2.299636,-27.23133,-15.9218286410256,17.0461442222222,-16.5187375128205,-3.45238100000001,-8.67493033333333,10.0713416666667,-15.5510016666667,-24.0710377777778,-32.6958104444444,-25.176837,14.4764953333333,3.54090344444445,10.2641163333333,-18.9071033333333,5.931239,-22.5106256666667,15.1942922222222,-3.66230622222222,-5.79710123809524,7.20611866666665,5.81723066666666,4.02576533333333,-19.1626404444444,-3.74396133333335,-4.06602266666665,-1,21,5,0,1,0,3,4,0,2,3.2, , , , , , , , , , , , , , , , , , , , , ,29.9171844761905,-5.29388133333335,-6.68276933333334,-.140901333333332,-8.05152933333335,-28.7439613333333,4.26731066666666
3093,B,C,6093,BC,93,93.04,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,7,5,6,6,6,6,6,4,6,6,6,2,6,2,2,5.06666666666667,3,6,6,6,4,2,2,6,6,5,6,6,6,6,6,2,2,6,6,4,5,1,1,3,5,1,6,6,3,5,5,5,5,1,-1,20,5,99,1,99,3,3,Digital Art,3,2.06,18.943534,26.8670306666667,-10.5646633333333,12.2832995641026,-10.7316335555556,11.6863906923077,-.119047666666667,16.3250696666667,-5.20643611111111,-44.7176683333333,-24.0710377777778,-29.9180326666667,-31.426837,10.3098286666667,-2.01465211111111,-21.4025503333333,-38.9071033333333,-.318761000000002,-11.3995145555556,-20.9168188888889,-16.1623062222222,8.48861304761905,-1.12721466666666,-2.51610266666665,-.140901333333332,-24.718196,-3.74396133333335,-4.06602266666665,-1,24,5,0,1,0,3,4,0,2,3.2,-21.056466,10.200364,-27.23133,-13.3577260769231,8.71281088888888,-13.9546349487179,-13.452381,-15.341597,-21.8731027777778,-3.05100166666665,-12.9599266666667,-13.251366,-10.5935036666667,-43.856838,-15.903541,18.5974496666667,-28.9071033333333,20.5145723333333,-30.843959,-32.02793,-31.440084,22.7743273333333,-21.960548,5.81723066666666,-33.4742346666667,14.1706928888889,21.2560386666667,-4.06602266666665
4105,C,D,7105,CD,105,105.06,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,6,5,6,5,4,5,6,7,5,5,4,2,5,2,3,4.66666666666667,1,5,5,6,5,4,3,6,6,5,6,6,5,6,5,2,3,7,6,5,2,1,1,6,5,6,5,6,5,4,3,2,6,1,-1,21,5,99,1,99,2,3,psychology,2,3,8.943534,10.200364,1.93533666666667,7.15509443589744,-13.5094113333333,9.12228812820513,-5.11904766666667,17.9917363333333,-5.20643611111111,-32.2176683333333,-1.84881555555555,-7.69581044444444,-11.6351703333333,6.143162,-13.1257632222222,-29.7358836666667,1.09289666666666,-6.568761,-.288403444444448,17.97207,8.83769377777777,13.2505178095238,3.039452,-6.68276933333334,-8.47423466666667,-8.05152933333335,12.9227053333333,-4.06602266666665,1,19,2,0,1,0,5,1,0,2,3.7,8.943534,-6.46630266666667,-39.73133,-10.7936235128205,-6.5649668888889,-12.6725836666667,21.547619,-13.6749303333333,21.1824527777778,-7.21766833333334,.928962222222232,-41.0291437777778,-16.8435036666667,-10.5235046666667,-35.3479854444444,3.59744966666668,-15.57377,3.84790566666666,-3.06618122222222,-1.47237444444444,-2.27341733333333,-3.41614885714286,3.039452,-10.849436,-.140901333333332,-8.05152933333335,-20.410628,4.26731066666666
4111,C,D,7111,CD,111,111.06,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,6,4,6,3,3,6,6,1,5,4,4,1,4,1,4,3.86666666666667,1,5,5,3,1,6,3,4,4,4,4,4,4,4,4,4,4,5,4,5,2,2,3,6,4,4,5,5,5,4,5,4,4,0,-1,20,5,99,1,99,5,2,Geography,1,3, , , , , , , , , , , , , , , , , , , , , ,25.1552797142857,7.20611866666665,1.650564,-12.6409013333333,3.05958177777778,12.9227053333333,-4.06602266666665,-1,21,5,0,1,0,5,4,0,2,1.9, , , , , , , , , , , , , , , , , , , , , ,-1.03519647619047,-5.29388133333335,-15.0161026666667,-8.47423466666667,-8.05152933333335,12.9227053333333,-4.06602266666665
4112,C,D,7112,CD,112,112.06,.166666666666667,0,16.6666666666667,0,16.6666666666667,16.6666666666667,5,3,5,5,4,6,6,4,5,4,4,6,1,4,4,4.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,2,2,4,4,5,3,4,4,4,6,1,2,1,-1,22,6,middle eastern,1,99,5,4,economics,3,1.4,12.2768673333333,-10.6329693333333,1.93533666666667,2.02688930769231,-12.1205224444444,-8.82642982051281,-16.7857143333333,12.9917363333333,-21.8731027777778,-40.5510016666667,-4.62659333333333,-21.5846993333333,-19.9685036666667,-2.19017133333333,-29.7924298888889,-24.7358836666667,-38.9071033333333,-12.818761,-3.06618122222222,1.30540333333333,-.884528444444445,-8.17805361904761,-9.460548,-48.349436,12.3590986666667,-2.49597377777779,12.9227053333333,12.600644,-1,21,5,0,1,0,3,4,0,2,3.2, , , , , , , , , , , , , , , , , , , , , ,29.9171844761905,-5.29388133333335,-6.68276933333334,-.140901333333332,-8.05152933333335,-28.7439613333333,4.26731066666666
4034,A,D,5034,AD,34,34.03,.28,.111111111111111,28,11.1111111111111,16.8888888888889,16.8888888888889,6,6,6,6,5,7,7,1,6,6,5,3,4,3,1,4.8,3,7,6,5,1,2,1,6,4,3,4,5,6,6,7,1,3,6,6,6,4,4,3,5,6,5,6,6,6,4,6,2,2,1,1,18,5,99,1,99,5,1,Psychology,2,3.53,-7.72313266666667,-2.299636,-31.3979966666667,-13.3577260769231,11.4905886666667,-21.6469426410256,1.547619,-2.00826366666667,-12.1508805555556,9.44899833333335,34.2622955555555,-4.91803266666666,13.3648296666667,-31.356838,-18.6813187777778,-3.06921699999999,-42.2404366666667,-2.40209433333334,-14.1772923333333,-12.5834855555556,-13.3845284444444,-12.9399583809524,11.3727853333333,1.650564,-.140901333333332,3.05958177777778,29.589372,4.26731066666666,1,18,5,0,1,0,3,1,0,2,3.1,-7.72313266666667,-23.1329693333333,-39.73133,-22.3320850512821,5.93503311111111,-12.6725836666667,-.119047666666667,-12.0082636666667,-6.595325,1.11566500000001,25.9289622222222,-4.91803266666666,8.15649633333334,-35.5235046666667,-15.903541,-11.4025503333333,-8.90710333333333,-6.568761,-30.843959,-32.02793,-31.440084,25.1552797142857,11.3727853333333,9.98389733333335,8.192432,-13.6070848888889,-12.0772946666667,-4.06602266666665
